tweet_id,text,created_at,lang,user_id_hashed,retweet_count,like_count,comment_count,is_reply,reply_to_id,is_retweet,is_quote,urls,hashtags,mentions,media
1896277592325714330,"I think Elon Musk should be expelled from the British Royal Society. Not because he peddles conspiracy theories and makes Nazi salutes, but because of the huge damage he is doing to scientific institutions in the US. Now let's see if he really believes in free speech.",2025-03-02 19:13:00,en,fef80054a121f531,3416,24178,2118,False,,False,False,[],[],[],[]
1833618540714217826,I was happy to add my name to this list of employees and alumni of AI companies. These signatories have better insight than almost anyone else into what is coming next with AI and we should heed their warnings.,2024-09-10 21:28:00,en,fef80054a121f531,230,1814,274,False,,False,True,[],[],[],"[{""type"": ""image"", ""url"": ""https://nitter.net/pic/media%2FGXCeaT_XgAAt05P.jpg%3Fname%3Dsmall%26format%3Dwebp"", ""alt"": """"}]"
1803090561814925708,I’m excited to share that I have joined the advisory board of @cusp_ai who have today come out of stealth mode and are using cutting edge AI to tackle one of the most urgent problems we as society face: climate change.,2024-06-18 15:41:00,en,fef80054a121f531,184,2097,191,False,,False,False,[],[],[],[]
1793760928632365077,New AI safety paper in Science with a lot of authors: science.org/doi/10.1126/scie…,2024-05-23 21:48:00,en,fef80054a121f531,416,1567,119,False,,False,False,"[""https://www.science.org/doi/10.1126/science.adn0117""]",[],[],[]
1775933990983348564,There is a UK company called Profit Crunch Ltd that is fraudulent. They claim i am a director and use my reputation to reassure investors. They are crooks. I have nothing to do with them. They also forged my signature on an insurance certificate.,2024-04-04 17:10:00,en,fef80054a121f531,234,1768,118,False,,False,False,[],[],[],[]
1775148999823261836,"📰 🎉 #VayuRobotics has been named to the 2024 @CBinsights #AI 100 list in recognition of our novel tech developing AI foundation models for mobility & #robotics. We are honored to be on this list of esteemed companies. Congratulations, Team Vayu! vayurobotics.com/press-relea…",2024-04-02 13:11:00,en,fef80054a121f531,0,161,17,False,,True,False,"[""https://www.vayurobotics.com/press-releases/vayu-robotics-named-to-the-2024-cb-insights-ai-100-list""]","[""#VayuRobotics"", ""#AI"", ""#robotics""]",[],"[{""type"": ""image"", ""url"": ""https://nitter.net/pic/media%2FGKKYRPGbkAA0vTu.jpg%3Fname%3Dsmall%26format%3Dwebp"", ""alt"": """"}]"
1744477430906073123,"The way it attends to relevant parts of the visual input seems almost human, though its attending in parallel as well as sequentially.",2024-01-08 21:53:00,en,fef80054a121f531,64,403,47,False,,False,True,[],[],[],[]
1729247589235597687,Someone with access to two boats should be able to recreate this and make a viral video of it. The water needs to be rough enough to disguise the wakes except when they positively interfere.,2023-11-27 21:15:00,en,fef80054a121f531,22,284,34,False,,False,False,[],[],[],[]
1729247587197485300,"If two boats on a similar course went by some time ago, their wakes would be small and almost parallel. Where the wakes intersect you would get an interference pattern of bigger waves alternating with smaller waves and this pattern would move sideways in an undulating fashion.",2023-11-27 21:15:00,en,fef80054a121f531,27,251,17,False,,False,False,[],[],[],[]
1729247585058386100,"When the sun is low and you are looking towards the sun across the water, the nearside of a steep wave looks black. So how could we get a pattern of waves that alternate between being steep and shallow and move sideways to the line of sight across the lake?",2023-11-27 21:15:00,en,fef80054a121f531,7,119,6,False,,False,False,[],[],[],[]
